latitude,longitude,Presence
-34.955478,138.680771,1
-34.954961,138.676505,1
-34.956513,138.682721,1
-34.958115,138.686597,1
-34.958136,138.686761,1
-34.959948,138.686439,1
-34.959865,138.686075,1
-34.959569,138.68478,1
-34.958451,138.679334,1
-34.959369,138.67785,1
-34.960296,138.679172,1
-34.962988,138.681055,1
-34.962745,138.681625,1
-34.961897,138.683427,1
-34.962598,138.686654,1
-34.963326,138.698286,1
-34.963259,138.698231,1
-34.963173,138.697802,1
-34.962952,138.698168,1
-34.960504,138.710076,1
-34.960273,138.709831,1
-34.960285,138.709809,1
-34.960161,138.709655,1
-34.959954,138.709203,1
-34.956319,138.699388,1
-34.9566,138.697209,1
-34.957049,138.697586,1
-34.957099,138.697654,1
-34.957108,138.697644,1
-34.955024,138.698721,1
-34.954799,138.698502,1
-34.954453,138.697832,1
-34.954453,138.697832,1
-34.954203,138.697311,1
-34.956099,138.695715,1
-34.956088,138.695691,1
-34.957792,138.696806,1
-34.958032,138.697431,1
-34.958141,138.697918,1
-34.958141,138.697918,1
-34.958078,138.697425,1
-34.957158,138.696348,1
-34.957362,138.695307,1
-34.957262,138.694874,1
-34.95757,138.694882,1
-34.95757,138.694882,1
-34.957762,138.695063,1
-34.953882,138.689355,1
-34.953454,138.685959,1
-34.953687,138.685832,1
-34.949715,138.67565,1
-34.972298,138.664781,1
-34.972658,138.669363,1
-34.975245,138.672619,1
-34.974439,138.673194,1
-34.973181,138.679616,1
-34.973118,138.67957,1
-34.972595,138.679165,1
-34.97106,138.677628,1
-34.962917,138.670125,1
-34.966731,138.654777,1
-34.965287,138.665144,1
-34.965289,138.665199,1
-34.964298,138.665819,1
-34.965635,138.656578,1
-34.962982,138.657998,1
-34.963052,138.660255,1
-34.964751,138.673224,1
-34.964742,138.673242,1
-34.978806,138.686499,1
-34.981007,138.672177,1
-34.977133,138.675766,1
-34.97614,138.674725,1
-34.97366,138.666494,1
-35.01026,138.640032,1
-35.000518,138.751616,1
-34.999562,138.75149,1
-34.998268,138.750872,1
-34.997986,138.750714,1
-34.997397,138.751052,1
-34.997411,138.751071,1
-34.997698,138.751801,1
-35.084921,138.613707,1
-35.084287,138.613402,1
-35.084341,138.613391,1
-35.084274,138.613316,1
-34.871491,138.707816,1
-34.872264,138.706027,1
-34.872271,138.705727,1
-34.872342,138.705515,1
-34.872401,138.704876,1
-34.872377,138.704973,1
-34.903228,138.702514,1
-34.99094,138.659217,1
-34.988622,138.656434,1
-34.997817,138.627768,1
-35.01178,138.651982,1
-35.011825,138.652114,1
-35.012628,138.655739,1
-35.012051,138.654018,1
-35.009686,138.650708,1
-35.009703,138.65277,1
-34.91307,138.725536,1
-34.910775,138.729743,1
-34.910808,138.729727,1
-34.827568,138.765443,1
-34.827319,138.766712,1
-34.827556,138.765439,1
-34.879964,138.648821,1
-34.87627,138.64817,1
-34.876594,138.648329,1
-34.882847,138.654291,1
-35.048951,138.600108,1
-35.049117,138.609313,1
-35.048416,138.610953,1
-35.049947,138.608271,1
-35.004542,138.670256,1
-35.004139,138.67087,1
-35.004144,138.670838,1
-35.002833,138.671575,1
-35.004541,138.670797,1
-35.00349,138.671238,1
-35.004063,138.672175,1
-35.010858,138.625191,1
-34.963421,138.670741,1
-34.972068,138.678492,1
-34.973127,138.679555,1
-35.004616,138.637821,1
-35.005502,138.638043,1
-35.006634,138.638562,1
-35.00594,138.641997,1
-35.005824,138.642319,1
-35.005387,138.64309,1
-35.005043,138.643726,1
-35.005022,138.644423,1
-35.004072,138.646002,1
-35.004537,138.649897,1
-35.005262,138.654743,1
-35.004458,138.658302,1
-35.004622,138.658861,1
-35.006666,138.659478,1
-35.007127,138.659515,1
-35.007325,138.659443,1
-35.007413,138.661963,1
-35.008864,138.668348,1
-35.00922,138.669502,1
-35.012433,138.656988,1
-35.011921,138.654879,1
-35.011693,138.654137,1
-35.011051,138.652897,1
-35.00973,138.652358,1
-35.009816,138.653045,1
-35.009523,138.653118,1
-35.009289,138.647799,1
-35.009542,138.637499,1
-35.001979,138.638002,1
-34.99949,138.650832,1
-35.004557,138.653987,1
-35.004611,138.654684,1
-35.004651,138.654686,1
-35.006087,138.65564,1
-35.00547,138.655757,1
-35.004837,138.655782,1
-35.004702,138.659083,1
-35.005181,138.660087,1
-35.00488,138.659693,1
-35.005445,138.660047,1
-35.006529,138.659466,1
-35.0067,138.659453,1
-35.006723,138.659443,1
-35.007056,138.65948,1
-35.051306,138.687007,1
-35.051584,138.68691,1
-35.052516,138.687889,1
-35.008824,138.668061,1
-35.008832,138.668074,1
-35.00857,138.667866,1
-35.007491,138.661998,1
-35.007453,138.659398,1
-35.007401,138.659391,1
-35.006672,138.659539,1
-35.005384,138.659725,1
-35.005426,138.659815,1
-35.004359,138.660061,1
-35.004359,138.659999,1
-35.00423,138.659954,1
-35.005568,138.658896,1
-35.005886,138.658764,1
-35.00664,138.658175,1
-35.006623,138.658175,1
-35.007022,138.658598,1
-35.008134,138.660452,1
-35.00809,138.660318,1
-35.008137,138.661454,1
-35.008745,138.663926,1
-35.008791,138.666503,1
-35.008715,138.7249,1
-35.029282,138.754314,1
-34.990876,138.676045,1
-34.991757,138.680898,1
-34.991361,138.678463,1
-34.991361,138.678463,1
-34.991383,138.681332,1
-34.975981,138.66944,1
-34.973237,138.669243,1
-34.90425,138.743453,1
-34.924984,138.66748,1
-34.998199,138.75084,1
-34.997663,138.750626,1
-34.997556,138.750702,1
-34.997613,138.750952,1
-34.997535,138.751156,1
-34.997345,138.752345,1
-34.999705,138.751511,1
-35.00593,138.753158,1
-35.007223,138.754108,1
-35.054583,138.651226,1
-34.90324,138.702614,1
-34.930922,138.675108,1
-34.930994,138.674994,1
-34.931008,138.67503,1
-35.00743,138.637321,1
-35.005974,138.641985,1
-35.007489,138.644811,1
-35.008541,138.638411,1
-35.008486,138.637409,1
-35.008479,138.637395,1
-34.951485,138.687165,1
-34.9518,138.686411,1
-34.951268,138.681889,1
-34.950117,138.680791,1
-34.948754,138.679579,1
-34.961958,138.694812,1
-34.958299,138.686684,1
-34.959906,138.686398,1
-34.959557,138.684828,1
-34.89258,138.683763,1
-34.896177,138.685471,1
-34.902176,138.686939,1
-34.897152,138.694647,1
-34.90223,138.686888,1
-34.902329,138.686852,1
-34.902324,138.686856,1
-34.895034,138.691021,1
-34.895084,138.690996,1
-35.00698,138.754016,1
-35.012647,138.765963,1
-34.989688,138.681229,1
-34.991684,138.678133,1
-34.991605,138.678162,1
-34.990923,138.676145,1
-34.923356,138.680671,1
-34.820581,138.888645,1
-34.954649,138.700337,1
-34.956833,138.697244,1
-34.957563,138.699709,1
-34.958162,138.698963,1
-34.95815,138.698122,1
-34.958141,138.698,1
-34.958083,138.697326,1
-34.957092,138.696242,1
-34.956275,138.695727,1
-34.956085,138.695487,1
-34.95601,138.695558,1
-34.955759,138.695655,1
-34.955185,138.696083,1
-34.954419,138.69777,1
-34.954513,138.698167,1
-34.954883,138.698534,1
-34.953863,138.698491,1
-34.873533,138.759296,1
-35.004603,138.637448,1
-35.00548,138.63804,1
-35.006683,138.638588,1
-35.005882,138.641898,1
-35.005791,138.642219,1
-35.005322,138.643076,1
-35.004878,138.644445,1
-35.004055,138.645911,1
-35.004475,138.649916,1
-35.005313,138.654697,1
-35.004409,138.658327,1
-35.004511,138.659041,1
-35.006561,138.659217,1
-35.00704,138.659437,1
-35.007253,138.659511,1
-35.007421,138.661929,1
-35.008877,138.668279,1
-35.009197,138.669401,1
-35.012348,138.65686,1
-35.011959,138.654914,1
-35.011653,138.654133,1
-35.011282,138.652905,1
-35.011185,138.65286,1
-35.009726,138.652386,1
-35.009709,138.653124,1
-35.00943,138.653103,1
-35.009316,138.647787,1
-35.009588,138.637458,1
-35.014042,138.656965,1
-35.014431,138.656936,1
-35.015569,138.657262,1
-35.015437,138.657433,1
-35.015338,138.657656,1
-35.014422,138.659429,1
-35.012522,138.654132,1
-34.89267,138.683493,1
-34.894123,138.685257,1
-34.894008,138.687556,1
-34.896743,138.692088,1
-34.900442,138.699357,1
-34.900411,138.699454,1
-34.90268,138.701537,1
-34.902716,138.701585,1
-34.903136,138.702571,1
-34.899841,138.698594,1
-34.899875,138.69871,1
-34.90272,138.70172,1
-34.902782,138.701737,1
-34.902773,138.701695,1
-34.903075,138.702942,1
-34.903099,138.70295,1
-34.903245,138.706104,1
-34.903266,138.706679,1
-34.903156,138.703981,1
-34.903089,138.703827,1
-34.935181,138.657973,1
-34.935047,138.657349,1
-34.935049,138.657295,1
-35.008402,138.745394,1
-34.996164,138.637574,1
-35.00599,138.63845,1
-35.006038,138.638282,1
-35.006062,138.638133,1
-34.934915,138.698354,1
-34.934279,138.69844,1
-34.934434,138.697975,1
-34.933177,138.698006,1
-34.933228,138.698108,1
-34.933267,138.698086,1
-34.932772,138.697725,1
-34.932579,138.697661,1
-34.932303,138.697679,1
-34.932261,138.69759,1
-34.929726,138.693314,1
-34.929569,138.69329,1
-35.052177,138.620349,1
-35.009393,138.689879,1
-35.008422,138.688601,1
-35.007901,138.687806,1
-35.007858,138.6876,1
-35.007819,138.687431,1
-35.007611,138.686961,1
-35.007603,138.686936,1
-35.008327,138.688872,1
-35.008348,138.689028,1
-35.008316,138.689034,1
-35.008151,138.68904,1
-35.007879,138.688495,1
-35.007834,138.688436,1
-35.006914,138.687588,1
-34.97449,138.73028,1
-34.974518,138.730152,1
-34.974553,138.730041,1
-35.025559,138.684487,1
-35.042251,138.693786,1
-35.011364,138.652975,1
-35.012061,138.655334,1
-35.012569,138.656008,1
-35.012059,138.654236,1
-35.012039,138.654206,1
-35.011789,138.651922,1
-35.009065,138.652159,1
-35.008659,138.647994,1
-35.008624,138.648023,1
-35.008638,138.647939,1
-34.968077,138.676963,1
-35.006507,138.736759,1
-35.007365,138.736566,1
-34.875139,138.698563,1
-34.87515,138.698557,1
-34.876103,138.698675,1
-34.876081,138.698834,1
-34.880522,138.704502,1
-34.875713,138.704233,1
-34.875703,138.704303,1
-34.875972,138.704002,1
-34.868235,138.716758,1
-34.874187,138.71433,1
-34.876442,138.706698,1
-35.006063,138.655514,1
-35.005652,138.655687,1
-35.00467,138.659086,1
-35.012114,138.655386,1
-35.011999,138.655137,1
-35.011662,138.654335,1
-35.01121,138.652409,1
-35.010941,138.651654,1
-35.0096,138.652646,1
-35.009273,138.65244,1
-34.827248,138.743343,1
-34.826913,138.743673,1
-34.830749,138.742391,1
-35.018176,138.596975,1
-35.008443,138.637347,1
-35.007935,138.637143,1
-35.007656,138.636814,1
-34.904395,138.693021,1
-34.981997,138.624961,1
-35.001392,138.651448,1
-35.005896,138.653803,1
-35.005971,138.653792,1
-35.006202,138.653749,1
-35.007439,138.654343,1
-35.007455,138.654356,1
-35.007612,138.65604,1
-35.007082,138.656552,1
-35.006618,138.656976,1
-35.006331,138.657107,1
-35.002984,138.657462,1
-35.002968,138.657455,1
-35.00286,138.657244,1
-35.003394,138.653468,1
-35.003394,138.653468,1
-35.00309,138.652629,1
-35.002646,138.652174,1
-34.934346,138.656281,1
-34.935257,138.657312,1
-34.935131,138.656681,1
-34.936074,138.655661,1
-34.938936,138.653508,1
-34.831972,138.743502,1
-34.830455,138.744772,1
-34.830429,138.742646,1
-34.835297,138.735468,1
-34.913407,138.669983,1
-35.052742,138.610602,1
-35.056861,138.6197,1
-35.057385,138.616572,1
-35.054914,138.617123,1
-34.833863,138.743749,1
-34.832235,138.743525,1
-34.831182,138.744129,1
-34.831145,138.743749,1
-34.831121,138.743686,1
-34.990271,138.635326,1
-34.989867,138.63639,1
-34.99009,138.635947,1
-34.990341,138.635787,1
-35.00009,138.752355,1
-34.998832,138.752985,1
-34.997745,138.752854,1
-34.999535,138.751456,1
-34.998111,138.750688,1
-34.997582,138.750891,1
-34.997604,138.750846,1
-35.011733,138.716873,1
-35.01245,138.718197,1
-35.01324,138.717566,1
-35.014465,138.71644,1
-35.012732,138.716126,1
-35.012939,138.715933,1
-35.012961,138.715943,1
-35.012961,138.715943,1
-35.011886,138.7174,1
-35.012655,138.717183,1
-35.012321,138.718501,1
-35.013029,138.717585,1
-35.013502,138.717391,1
-35.014634,138.716427,1
-35.015711,138.715904,1
-35.016109,138.71758,1
-35.027145,138.631501,1
-35.031454,138.621731,1
-34.895994,138.698898,1
-34.895746,138.698354,1
-34.895705,138.69824,1
-35.02018,138.629517,1
-34.933178,138.693399,1
-34.934052,138.6943,1
-34.936194,138.696169,1
-34.937151,138.696635,1
-34.937654,138.696785,1
-34.937675,138.696785,1
-34.93512,138.697751,1
-34.899736,138.698476,1
-34.903327,138.702618,1
-34.903204,138.702578,1
-34.903205,138.702873,1
-34.902889,138.701826,1
-34.902801,138.701689,1
-34.902803,138.701666,1
-34.900332,138.699716,1
-34.899578,138.697821,1
-34.894054,138.685235,1
-34.999581,138.751287,1
-34.998301,138.750827,1
-34.997503,138.750645,1
-34.997576,138.750859,1
-34.997579,138.751066,1
-34.997959,138.751997,1
-34.998466,138.751935,1
-34.998673,138.751861,1
-35.009486,138.622149,1
-35.010461,138.622489,1
-35.010477,138.622498,1
-35.310899,138.680303,1
-35.310487,138.680646,1
-35.307377,138.688067,1
-34.951841,138.683922,1
-34.951806,138.684572,1
-34.950119,138.690964,1
-34.842651,138.866468,1
-34.962003,138.669971,1
-35.027515,138.636078,1
-35.027323,138.636196,1
-35.027299,138.636223,1
-35.027309,138.636188,1
-34.930783,138.671294,1
-34.930858,138.675105,1
-34.931638,138.667066,1
-35.0132,138.741041,1
-35.010709,138.748126,1
-34.999586,138.751306,1
-34.998131,138.750775,1
-34.997878,138.750759,1
-34.997662,138.751177,1
-34.953397,138.687529,1
-34.953751,138.689673,1
-34.952645,138.691362,1
-34.952588,138.691211,1
-34.952227,138.692136,1
-34.95222,138.692,1
-34.955006,138.699195,1
-34.955031,138.699279,1
-34.950292,138.674461,1
-34.950442,138.678306,1
-34.951346,138.678949,1
-34.954156,138.684039,1
-34.952455,138.691435,1
-34.952284,138.691697,1
-34.952345,138.693228,1
-34.952967,138.693919,1
-34.953115,138.694064,1
-34.953499,138.693704,1
-34.95612,138.69572,1
-34.957101,138.695738,1
-34.957475,138.695526,1
-34.957924,138.695167,1
-34.957045,138.694003,1
-34.956156,138.693207,1
-34.955798,138.69285,1
-35.035935,138.708594,1
-34.990442,138.635205,1
-34.990226,138.635639,1
-34.987347,138.641763,1
-34.990494,138.63608,1
-34.990286,138.636003,1
-34.990533,138.635247,1
-34.984653,138.626633,1
-34.866221,138.675763,1
-34.86606,138.682386,1
-34.987775,138.628652,1
-34.99037,138.635186,1
-34.990318,138.635368,1
-34.99053,138.635858,1
-34.990452,138.636105,1
-34.989547,138.63789,1
-34.982754,138.624043,1
-35.009657,138.690101,1
-35.008663,138.689332,1
-35.008069,138.688307,1
-35.007861,138.68749,1
-35.007683,138.687318,1
-35.007725,138.687496,1
-35.007728,138.687502,1
-35.008137,138.688867,1
-35.007847,138.688477,1
-35.007874,138.688353,1
-35.007623,138.688015,1
-35.007079,138.687525,1
-35.006931,138.687384,1
-35.006336,138.68687,1
-35.006041,138.686575,1
-35.00523,138.685194,1
-35.004892,138.684461,1
-35.004954,138.683581,1
-35.004952,138.683529,1
-35.005348,138.681436,1
-35.005423,138.681054,1
-35.005632,138.680703,1
-35.006077,138.680227,1
-35.006962,138.635988,1
-35.006185,138.637705,1
-35.002241,138.644104,1
-35.002216,138.644187,1
-35.00254,138.645438,1
-35.005543,138.638218,1
-34.949954,138.675595,1
-34.950475,138.678384,1
-34.953751,138.682099,1
-34.95412,138.683866,1
-34.953385,138.686749,1
-34.953641,138.688059,1
-34.955361,138.691412,1
-34.955981,138.692781,1
-34.956159,138.693192,1
-34.954293,138.689999,1
-34.956738,138.693794,1
-34.956942,138.693934,1
-34.958224,138.696211,1
-34.958648,138.697061,1
-34.958746,138.697309,1
-34.958727,138.697748,1
-34.958772,138.698691,1
-34.958769,138.698683,1
-34.958781,138.698686,1
-34.95927,138.699887,1
-34.959352,138.70005,1
-34.959353,138.70005,1
-34.959713,138.700495,1
-34.959941,138.700461,1
-34.961206,138.700726,1
-34.961192,138.700825,1
-34.961717,138.700769,1
-34.961675,138.70078,1
-34.962078,138.700359,1
-34.963235,138.7004,1
-34.963887,138.701346,1
-34.963892,138.70136,1
-34.964192,138.701611,1
-34.875785,138.704442,1
-34.875773,138.704197,1
-34.874961,138.702107,1
-34.87313,138.704122,1
-34.843707,138.686565,1
-35.00928,138.669686,1
-35.009437,138.66229,1
-35.010059,138.664279,1
-35.00807,138.673531,1
-35.007871,138.673349,1
-35.016782,138.658557,1
-35.00911,138.644402,1
-35.00515,138.643714,1
-35.005247,138.643432,1
-35.005007,138.64456,1
-35.019721,138.667021,1
-35.019836,138.667029,1
-35.019167,138.668055,1
-35.019098,138.673075,1
-35.021196,138.67362,1
-35.01847,138.620492,1
-34.949838,138.675474,1
-34.95041,138.678131,1
-34.950463,138.678128,1
-34.953982,138.689661,1
-34.955329,138.691537,1
-34.955928,138.692786,1
-34.958054,138.69592,1
-34.958754,138.6975,1
-34.958723,138.697752,1
-34.958898,138.699096,1
-34.959423,138.700025,1
-34.959684,138.700345,1
-34.961804,138.700816,1
