ID,latitude,longitude
879,-34.902801,138.701689
880,-34.902803,138.701666
881,-34.900332,138.699716
882,-34.899578,138.697821
883,-34.894054,138.685235
884,-34.999581,138.751287
885,-34.998301,138.750827
886,-34.997503,138.750645
887,-34.997576,138.750859
888,-34.997579,138.751066
889,-34.997959,138.751997
890,-34.998466,138.751935
891,-34.998673,138.751861
892,-35.009486,138.622149
893,-35.010461,138.622489
894,-35.010477,138.622498
895,-35.310899,138.680303
896,-35.310487,138.680646
897,-35.307377,138.688067
898,-34.951841,138.683922
899,-34.951806,138.684572
900,-34.950119,138.690964
901,-34.842651,138.866468
902,-34.962003,138.669971
903,-35.027515,138.636078
904,-35.027323,138.636196
905,-35.027299,138.636223
906,-35.027309,138.636188
907,-34.930783,138.671294
908,-34.930858,138.675105
909,-34.931638,138.667066
910,-35.0132,138.741041
911,-35.010709,138.748126
912,-34.999586,138.751306
913,-34.998131,138.750775
914,-34.997878,138.750759
915,-34.997662,138.751177
916,-34.953397,138.687529
917,-34.953751,138.689673
918,-34.952645,138.691362
919,-34.952588,138.691211
920,-34.952227,138.692136
921,-34.95222,138.692
922,-34.955006,138.699195
923,-34.955031,138.699279
924,-34.950292,138.674461
925,-34.950442,138.678306
926,-34.951346,138.678949
927,-34.954156,138.684039
928,-34.952455,138.691435
929,-34.952284,138.691697
930,-34.952345,138.693228
931,-34.952967,138.693919
932,-34.953115,138.694064
933,-34.953499,138.693704
934,-34.95612,138.69572
935,-34.957101,138.695738
936,-34.957475,138.695526
937,-34.957924,138.695167
938,-34.957045,138.694003
939,-34.956156,138.693207
940,-34.955798,138.69285
941,-35.035935,138.708594
942,-34.990442,138.635205
943,-34.990226,138.635639
944,-34.987347,138.641763
945,-34.990494,138.63608
946,-34.990286,138.636003
947,-34.990533,138.635247
948,-34.984653,138.626633
949,-34.866221,138.675763
950,-34.86606,138.682386
951,-34.987775,138.628652
952,-34.99037,138.635186
953,-34.990318,138.635368
954,-34.99053,138.635858
955,-34.990452,138.636105
956,-34.989547,138.63789
957,-34.982754,138.624043
958,-35.009657,138.690101
959,-35.008663,138.689332
960,-35.008069,138.688307
961,-35.007861,138.68749
962,-35.007683,138.687318
963,-35.007725,138.687496
964,-35.007728,138.687502
965,-35.008137,138.688867
966,-35.007847,138.688477
967,-35.007874,138.688353
968,-35.007623,138.688015
969,-35.007079,138.687525
970,-35.006931,138.687384
971,-35.006336,138.68687
972,-35.006041,138.686575
973,-35.00523,138.685194
974,-35.004892,138.684461
975,-35.004954,138.683581
976,-35.004952,138.683529
977,-35.005348,138.681436
978,-35.005423,138.681054
979,-35.005632,138.680703
980,-35.006077,138.680227
981,-35.006962,138.635988
982,-35.006185,138.637705
983,-35.002241,138.644104
984,-35.002216,138.644187
985,-35.00254,138.645438
986,-35.005543,138.638218
987,-34.949954,138.675595
988,-34.950475,138.678384
989,-34.953751,138.682099
990,-34.95412,138.683866
991,-34.953385,138.686749
992,-34.953641,138.688059
993,-34.955361,138.691412
994,-34.955981,138.692781
995,-34.956159,138.693192
996,-34.954293,138.689999
997,-34.956738,138.693794
998,-34.956942,138.693934
999,-34.958224,138.696211
1000,-34.958648,138.697061
1001,-34.958746,138.697309
1002,-34.958727,138.697748
1003,-34.958772,138.698691
1004,-34.958769,138.698683
1005,-34.958781,138.698686
1006,-34.95927,138.699887
1007,-34.959352,138.70005
1008,-34.959353,138.70005
1009,-34.959713,138.700495
1010,-34.959941,138.700461
1011,-34.961206,138.700726
1012,-34.961192,138.700825
1013,-34.961717,138.700769
1014,-34.961675,138.70078
1015,-34.962078,138.700359
1016,-34.963235,138.7004
1017,-34.963887,138.701346
1018,-34.963892,138.70136
1019,-34.964192,138.701611
1020,-34.875785,138.704442
1021,-34.875773,138.704197
1022,-34.874961,138.702107
1023,-34.87313,138.704122
1024,-34.843707,138.686565
1025,-35.00928,138.669686
1026,-35.009437,138.66229
1027,-35.010059,138.664279
1028,-35.00807,138.673531
1029,-35.007871,138.673349
1030,-35.016782,138.658557
1031,-35.00911,138.644402
1032,-35.00515,138.643714
1033,-35.005247,138.643432
1034,-35.005007,138.64456
1035,-35.019721,138.667021
1036,-35.019836,138.667029
1037,-35.019167,138.668055
1038,-35.019098,138.673075
1039,-35.021196,138.67362
1040,-35.01847,138.620492
1041,-34.949838,138.675474
1042,-34.95041,138.678131
1043,-34.950463,138.678128
1044,-34.953982,138.689661
1045,-34.955329,138.691537
1046,-34.955928,138.692786
1047,-34.958054,138.69592
